# Jede Quelle je Stoffgroesse, mit Provenienz.  Ein LEERES Feld heisst,
# dass die Quelle die Angabe NICHT gemacht hat -- es heisst nie null.
# selected=yes markiert die eine Quelle, die eine Rechnung benutzt; die
# Auswahlregel steht in include/es/material_data.hpp und wird von
# tools/fetch_material_data.py mechanisch angewandt.
# n_non_ambient zaehlt Punkte abseits des Umgebungsdrucks: sie bleiben im
# Datensatz, tragen aber keinen Umgebungsdruckwert.
property,unit,database_id,selected,status,value_at_T,value_near_T,T_near_K,uncertainty_at_T,T_min_K,T_max_K,n_points,n_non_ambient,frequency_resolved,states_method,states_purity,states_water,method,purity,water_content,sample_source,constraints,reference,paper_title
density,kg/m^3,Pssni,no,measured,1.278880000e+03,1.279000000e+03,2.980000000e+02,5.000000000e+00,2.930000000e+02,3.130000000e+02,5,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Noda, A.; Hayamizu, K.; Watanabe, M. (2001) J. Phys. Chem. B 105, 4603-4610.","Pulsed-Gradient Spin-Echo 1H and 19F NMR Ionic Diffusion Coefficient, Viscosity, and Ionic Conductivity of Non-Chloroaluminate Room-Temperature Ionic Liquids"
density,kg/m^3,GUiuf,no,measured,1.279850000e+03,nan,nan,nan,2.931500000e+02,3.231500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.034 water mass %(dried by vacuum heating)","commercial source","","Rao, V. S.; Krishna, T. V.; Mohan, T. M.; Rao, P. M. (2017) J. Chem. Thermodyn. 104, 150-161.","Physicochemical properties of green solvent 1-ethyl-3- methylimidazolium tetrafluoroborate with aniline from T = (293.15 to 323.15) K at atmospheric pressure"
density,kg/m^3,GNvNR,no,measured,1.279850000e+03,nan,nan,nan,2.931500000e+02,3.231500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.034 water mass %(dried by vacuum heating)","commercial source","","Rao, V. S.; Krishna, T. V.; Mohan, T. M.; Rao, P. M. (2017) J. Solution Chem. 46(2), 281-304.","Investigations of Molecular Interactions in Binary Mixtures of the Ionic Liquid [Emim][BF4] and N-Methylaniline at Temperatures from 293.15 to 323.15 K"
density,kg/m^3,xSfIW,no,measured,1.277600000e+03,1.277600000e+03,2.981500000e+02,2.100000000e+00,2.981500000e+02,3.281500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Reddy, M. S.; Nayeem, S. M.; Raju, K. T. S. S.; Babu, B. H. (2016) J. Therm. Anal. Calorim. 124, 959-971.","The study of solute solvent interactions in 1-ethyl-3- methylimidazolium tetrafluoroborate + 2-ethoxyethanol from density, speed of sound, and refractive index measurements"
density,kg/m^3,JIOMy,no,measured,1.279900000e+03,1.279900000e+03,2.981000000e+02,1.500000000e+00,2.981000000e+02,2.981000000e+02,1,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.022 water mass %","commercial source","","Rilo, E.; Pico, J.; Garcia-Garabal, S.; Varela, L. M.; Cabeza, O. (2009) Fluid Phase Equilib. 285(1-2), 83-89.","Density and surface tension in binary mixtures of CnMIM-BF4 ionic liquids with water and ethanol"
density,kg/m^3,NnkaN,no,measured,1.285500000e+03,1.285500000e+03,2.981500000e+02,1.600000000e+00,2.831500000e+02,3.231500000e+02,117,108,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sanmamed, Y. A.; Gonzalez-Salgado, D.; Troncoso, J.; Romani, L.; Baylaucq, A.; Boned, C. (2010) J. Chem. Thermodyn. 42(4), 553-563.","Experimental methodology for precise determination of density of RTILs as a function of temperature and pressure using vibrating tube densimeters"
density,kg/m^3,OonLB,no,measured,1.288800000e+03,1.288800000e+03,2.981500000e+02,3.200000000e+00,2.981500000e+02,3.331500000e+02,5,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Schreiner, C.; Zugmann, S.; Hartl, R.; Gores, H. J. (2010) J. Chem. Eng. Data 55(5), 1784-1788.","Fractional Walden Rule for Ionic Liquids: Examples from Recent Measurements and a Critique of the So-Called Ideal KCl Line for the Walden Plot"
density,kg/m^3,vuHBU,no,measured,1.279899020e+03,1.280100000e+03,2.979000000e+02,6.000000000e-01,2.830000000e+02,3.530000000e+02,15,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Seki, S.; Kobayashi, T.; Kobayashi, Y.; Takei, K.; Miyashiro, H.; Hayamizu, K.; Tsuzuki, S.; Mitsugi, T.; Umebayashi, Y. (2010) J. Mol. Liq. 152(1-3), 9-13.","Effects of cation and anion on physical properties of room-temperature ionic liquids"
density,kg/m^3,DSUyF,no,measured,1.280500000e+03,1.280500000e+03,2.981500000e+02,1.900000000e+00,2.831500000e+02,3.531500000e+02,15,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.01 water mass %(dried by vacuum heating)","commercial source","","Seki, S.; Tsuzuki, S.; Hayamizu, K.; Umebayashi, Y.; Serizawa, N.; Takei, K.; Miyashiro, H. (2012) J. Chem. Eng. Data 57(8), 2211-2216.","Comprehensive Refractive Index Property for Room-Temperature Ionic Liquids"
density,kg/m^3,oqzhk,no,measured,1.290000000e+03,1.290000000e+03,2.981000000e+02,2.000000000e+01,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"not given","","","synthesized by the authors","","Shalygin, A. S.; Nesterov, N. S.; Prikhod'ko, S. A.; Adonin, N. Y.; Martyanov, O. N.; Kazarian, S. G. (2020) J. Mol. Liq. 315, 113694.","Interactions of CO2 with the homologous series of SnMIMBF4 ionic liquids studied in situ ATR-FTIR spectroscopy: spectral characteristics, thermodynamic parameters and their correlation"
density,kg/m^3,XlgSE,no,measured,1.293150000e+03,nan,nan,nan,2.831000000e+02,3.631500000e+02,9,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Shamsipur, M.; Beigi, A. A. M.; Teymouri, M.; Pourmortazavi, S. M.; Irandoust, M. (2010) J. Mol. Liq. 157, 43-50.","Physical and electrochemical properties of ionic liquids 1-ethyl-3-methylimidazolium  tetrafluoroborate, 1-butyl-3-methylimidazolium trifluoromethanesulfonate and  1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide"
density,kg/m^3,oMjaO,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,2.400000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, D.; Bhagour, S.; Sharma, V. K. (2012) J. Chem. Eng. Data 57(12), 3488-3497.","Thermodynamic and Topological Studies of 1-Ethyl-3-methylimidazolium Tetrafluoroborate + Pyrrolidin-2-one and 1-Methyl-pyrrolidin-2-one Mixtures"
density,kg/m^3,Mdqnp,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mol %","0.035 water mass %(none used)","commercial source","","Sharma, V. K.; Bhagour, S. (2013) J. Solution Chem. 42(4), 800-822.","Molecular Interactions in 1-Ethyl-3-Methylimidazolim  Tetrafluoroborate + Amide Mixtures: Excess Molar  Volumes, Excess Isentropic Compressibilities and Excess  Molar Enthalpies"
density,kg/m^3,vGhYJ,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.900000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 % (basis not specified)","0.0328 water mass %","commercial source","","Sharma, V. K.; Bhagour, S.; Sharma, D.; Solanki, S. (2013) Thermochim. Acta 563, 72-81.","Thermodynamic properties of ternary mixtures of 1-ethyl-3-methylimidazolium  tetrafluoroborate with 1-methyl pyrrolidin-2-one or pyrrolidin-2-one + water"
density,kg/m^3,yxCzq,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.700000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, V. K.; Bhagour, S.; Solanki, S.; Rohilla, A. (2013) J. Chem. Eng. Data 58(7), 1939-1954.","Thermodynamic Properties of Ternary Mixtures Containing Ionic Liquids and Organic Solvents"
density,kg/m^3,kxQSU,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.500000000e+00,2.981500000e+02,2.981500000e+02,1,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.0342 water mass %(none used)","commercial source","","Sharma, V. K.; Bhagour, S.; Solanki, S.; Sheetal; Jangra, S. K. (2014) J. Chem. Thermodyn. 68, 235-243.","Excess molar enthalpies for [emim][BF4] + pyrrolidin-2-one or 1-methyl pyrrolidin-2-one + pyridine or water mixtures"
density,kg/m^3,VpNJa,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.032 water mass %","commercial source","","Sharma, V. K.; Kataria, J.; Bhagour, S. (2014) J. Therm. Anal. Calorim. 118, 431-447.","Thermodynamic investigations of 1-ethyl-3-methylimidazolium tetrafluoroborate and cycloalkanone mixtures"
density,kg/m^3,PcTrX,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,1.700000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, V. K.; Kataria, J.; Sharma, D. (2015) J. Therm. Anal. Calorim. 121, 777-796.","Excess heat capacities of mixtures containing 1-ethyl-3- methylimidazolium tetrafluoroborate, lactams and cyclic alkanones"
density,kg/m^3,RFZyQ,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,1.700000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, V. K.; Kataria, J.; Solanki, S. (2016) J. Therm. Anal. Calorim. 123, 1571-1582.","Excess molar enthalpies for ternary mixtures containing [emim][BF4], cyclic amides and cyclic ketones"
density,kg/m^3,uQrEG,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mol %","0.034 water mass %","commercial source","","Sharma, V. K.; Solanki, S. (2013) J. Mol. Liq. 177, 133-144.","Topological investigations of binary mixtures containing 1-ethyl-3-methylimidazolium tetrafluoroborate and anilines"
density,kg/m^3,Kcvdy,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.700000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, V. K.; Solanki, S.; Bhagour, S. (2014) J. Chem. Eng. Data 59(4), 1140-1157.","Thermodynamic Properties of Ternary Mixtures Containing Ionic Liquid and Organic Liquids: Excess Molar Volume and Excess Isentropic Compressibility"
density,kg/m^3,oWVmD,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,2.000000000e+00,2.981500000e+02,2.981500000e+02,1,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.0328 water mass %","commercial source","","Sharma, V. K.; Solanki, S.; Bhagour, S. (2015) J. Therm. Anal. Calorim. 119, 1293-1302.","Excess molar enthalpies of binary and ternary liquid mixtures"
density,kg/m^3,yywPN,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mol %","0.034 water mass %","commercial source","","Sharma, V. K.; Solanki, S.; Bhagour, S.; Sharma, D. (2013) J. Mol. Liq. 188, 258-271.","Topological investigations of thermodynamic properties of ionic liquid mixtures:  Excess molar volumes and excess isentropic compressibilities"
density,kg/m^3,GbsRj,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.700000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Sharma, V.; Solanki, S.; Bhagour, S. (2014) J. Chem. Eng. Data 59(6), 1852-1864.","Excess Heat Capacities of Binary and Ternary Mixtures Containing 1-Ethyl-3-methylimidazolium Tetrafluoroborate and Anilines"
density,kg/m^3,HvNKE,no,measured,1.280110000e+03,1.279000000e+03,3.000000000e+02,7.000000000e+00,2.850000000e+02,3.050000000e+02,5,0,no,yes,yes,yes,"Pycnometric method","97 % (basis not specified)","0.0207 water mass %(de-gassed by evacuation;dried by vacuum heating)","commercial source","","Shiflett, M. B.; Yokozeki, A. (2007) J. Chem. Eng. Data 52(4), 1302-1306.","Liquid-Liquid Equilibria in Binary Mixtures of 1,3-Propanediol + Ionic Liquids [bmim][PF6], [bmim][BF4], and [emim][BF4]"
density,kg/m^3,AYIJU,no,measured,nan,1.279000000e+03,2.970000000e+02,8.000000000e+00,2.970000000e+02,2.970000000e+02,1,0,no,yes,yes,yes,"Vibrating tube method","98 % (basis not specified)","0.000256 water mass %","synthesized by the authors","","Shirota, H.; Mandai, T.; Fukazawa, H.; Kato, T. (2011) J. Chem. Eng. Data 56(5), 2453-2459.","Comparison between Dicationic and Monocationic Ionic Liquids: Liquid Density, Thermal Properties, Surface Tension, and Shear Viscosity"
density,kg/m^3,Kstuc,no,measured,1.279900000e+03,1.279900000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.081500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.01 water mass %(none used)","commercial source","","Solanki, S.; Hooda, N.; Sharma, V. K. (2013) J. Chem. Thermodyn. 56, 123-135.","Topological investigations of binary mixtures containing ionic liquid 1-ethyl-3-methylimidazolium tetrafluoroborate and pyridine or isomeric picolines"
density,kg/m^3,AWnwi,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,1.100000000e+00,2.931500000e+02,3.431500000e+02,11,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Song, D.; Chen, J. (2014) J. Chem. Eng. Data 59(2), 257-262.","Density and Viscosity Data for Mixtures of Ionic Liquids with a Common Anion"
density,kg/m^3,qVBzT,no,measured,1.282361000e+03,1.282300000e+03,2.982000000e+02,3.200000000e+00,2.932000000e+02,3.532000000e+02,18,0,no,yes,yes,yes,"Vibrating tube method","97 mass %","0.9 water mass %(dried in a desiccator)","commercial source","","Soriano, A. N.; Doma Jr., B. T.; Li, M.-H. (2010) J. Taiwan Inst. Chem. Eng. 41, 115-121.","Density and refractive index measurements of 1-ethyl-3-methylimidazolium-based ionic liquids"
density,kg/m^3,lKXxf,no,measured,1.277600000e+03,1.277600000e+03,2.981500000e+02,2.000000000e+00,2.981500000e+02,3.281500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","99 mass %","0.0050 water mass %","commercial source","","Srinivasa Reddy, M.; Nayeem, S. M.; Soumini, C.; Raju, K. T. S. S.; Hari Babu, B. (2016) Thermochim. Acta 630, 37-49.","Study of molecular interactions in binary liquid mixtures of [Emim][BF4] with 2-methoxyethanol using thermo acoustic, volumetric and optical properties"
density,kg/m^3,auiwj,no,measured,1.280400000e+03,1.280400000e+03,2.981500000e+02,1.500000000e+00,2.981500000e+02,2.981500000e+02,1,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.01 water mass %;0.0 halide impurity mass %(dried in a desiccator)","commercial source","","Stoppa, A.; Buchner, R.; Hefter, G. (2010) J. Mol. Liq. 153, 46-51.","How ideal are binary mixtures of room-temperature ionic liquids?"
density,kg/m^3,gfvGD,no,measured,1.283700000e+03,1.283700000e+03,2.981500000e+02,1.500000000e+00,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Stoppa, A.; Hunger, J.; Buchner, R. (2009) J. Chem. Eng. Data 54(2), 472-479.","Conductivities of Binary Mixtures of Ionic Liquids with Polar Solvents"
density,kg/m^3,ticPQ,no,measured,1.280400000e+03,1.283700000e+03,2.981500000e+02,9.000000000e+00,2.981500000e+02,2.981500000e+02,2,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Stoppa, A.; Hunger, J.; Buchner, R. (2009) J. Chem. Eng. Data 54(2), 472-479.","Conductivities of Binary Mixtures of Ionic Liquids with Polar Solvents"
density,kg/m^3,clMTw,no,measured,1.280100000e+03,1.280100000e+03,2.981500000e+02,3.200000000e+00,2.781000000e+02,3.381500000e+02,7,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Stoppa, A.; Zech, O.; Kunz, W.; Buchner, R. (2010) J. Chem. Eng. Data 55(5), 1768-1773.","The Conductivity of Imidazolium-Based Ionic Liquids from (-35 to 195) deg C. A. Variation of Cation s Alkyl Chain"
density,kg/m^3,MuiAI,no,measured,nan,nan,nan,nan,nan,nan,180,180,no,yes,yes,yes,"Bellows volumetry","97 % (basis not specified)","0.09 water mass %(dried by vacuum heating)","commercial source","","Taguchi, R.; Machida, H.; Sato, Y.; Smith, R. L. (2009) J. Chem. Eng. Data 54(1), 22-27.","High-Pressure Densities of 1-Alkyl-3-methylimidazolium Hexafluorophosphates and 1-Alkyl-3-methylimidazolium Tetrafluoroborates at Temperatures from (313 to 473) K and at Pressures up to 200 MPa"
density,kg/m^3,YASzG,no,measured,1.280575000e+03,nan,nan,nan,2.931500000e+02,3.531500000e+02,4,0,no,yes,yes,yes,"Vibrating tube method","97 % (basis not specified)","0.09 water mass %(dried by vacuum heating)","commercial source","","Taguchi, R.; Machida, H.; Sato, Y.; Smith, R. L. (2009) J. Chem. Eng. Data 54(1), 22-27.","High-Pressure Densities of 1-Alkyl-3-methylimidazolium Hexafluorophosphates and 1-Alkyl-3-methylimidazolium Tetrafluoroborates at Temperatures from (313 to 473) K and at Pressures up to 200 MPa"
density,kg/m^3,GjsOU,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,8.900000000e+00,2.831500000e+02,3.131500000e+02,7,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Trenzado, J. L.; Rodrguez, Y.; Gutirrez, A.; Cincotti, A.; Aparicio, S. (2021) J. Mol. Liq. 334, 116049.","Experimental and molecular modeling study on the binary mixtures of [EMIM][BF4] and [EMIM][TFSI] ionic liquids"
density,kg/m^3,rbUqN,no,measured,nan,nan,nan,nan,3.331000000e+02,3.331000000e+02,1,0,no,yes,no,no,"Vibrating tube method","","","synthesized by the authors","","Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.","Thermochemistry of ionic liquid heat-transfer fluids"
density,kg/m^3,WNUXf,no,measured,1.290000000e+03,1.290000000e+03,2.981500000e+02,1.500000000e+00,2.781500000e+02,3.181500000e+02,5,0,no,yes,yes,yes,"Vibrating tube method","98 mass %","0.06 water mass %;2 halide impurity mass %(dried by vacuum heating)","commercial source","","Vercher, E.; Llopis, F. J.; Gonzalez-Alfaro, V.; Miguel, P. J.; Orchilles, V.; Martinez-Andreu, A. (2015) J. Chem. Thermodyn. 90, 174-184.","Volumetric properties, viscosities and refractive indices of binary liquid mixtures of tetrafluoroborate-based ionic liquids with methanol at several temperatures"
density,kg/m^3,VAnXf,no,measured,1.279000000e+03,1.279000000e+03,2.981500000e+02,5.000000000e+00,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Vila, J.; Gines, P.; Rilo, E.; Cabeza, O.; Varela, L. M. (2006) Fluid Phase Equilib. 247(1-2), 32-39.","Great increase of the electrical conductivity of ionic liquids in aqueous solutions"
density,kg/m^3,bWbQt,no,measured,nan,nan,nan,nan,nan,nan,7,7,no,yes,no,no,"Vibrating tube method","","","commercial source","","Watanabe, M.; Kodama, D.; Makino, T.; Kanakubo, M. (2016) Fluid Phase Equilib. 420, 44-49.","CO2 absorption properties of imidazolium based ionic liquids using a magnetic suspension balance"
density,kg/m^3,boJKZ,no,measured,1.279700000e+03,1.279700000e+03,2.981500000e+02,1.500000000e+00,2.931500000e+02,3.631500000e+02,9,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Watanabe, M.; Kodama, D.; Makino, T.; Kanakubo, M. (2016) Fluid Phase Equilib. 420, 44-49.","CO2 absorption properties of imidazolium based ionic liquids using a magnetic suspension balance"
density,kg/m^3,YKqMi,no,measured,nan,nan,nan,nan,3.032000000e+02,3.232000000e+02,5,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Wong, C.-L.; Soriano, A. N.; Li, M. -H. (2008) Fluid Phase Equilib. 271(1-2), 43-52.","Diffusion coefficients and molar conductivities in aqueous solutions of 1-ethyl-3-methylimidazolium-based ionic liquids"
density,kg/m^3,nqiNA,no,measured,1.280000000e+03,1.280000000e+03,2.981500000e+02,1.000000000e+01,2.981500000e+02,3.381500000e+02,9,0,no,yes,yes,yes,"Buoyancy - hydrostatic balance","99 mass %","0.1 halide impurity mass %;0.1 water mass %","commercial source","","Xu, W.-G.; Li, L.; Ma, X.-X.; Wei, J.; Duan, W.-B.; Guan, W.; Yang, J. -Z. (2012) J. Chem. Eng. Data 57(8), 2177-2184.","Density, Surface Tension, and Refractive Index of Ionic Liquids Homologue of 1-Alkyl-3-methylimidazolium Tetrafluoroborate [Cnmim][BF4] (n = 2,3,4,5,6)"
density,kg/m^3,VRqDQ,no,measured,1.280600000e+03,1.280600000e+03,2.981500000e+02,1.100000000e+00,2.931500000e+02,3.331500000e+02,9,0,no,yes,no,no,"Vibrating tube method","","","commercial source","","Yambou, E. P.; Gorska, B.; Beguin, F. (2020) J. Mol. Liq. 298, 111959.","Binary mixtures of ionic liquids based on EMIm cation and fluorinated anions: physico-chemical characterization in view of their application as low-temperature electrolytes"
density,kg/m^3,XlyPn,no,measured,1.282500000e+03,1.282500000e+03,2.981500000e+02,4.200000000e+00,2.931500000e+02,3.331500000e+02,9,0,no,yes,yes,yes,"Vibrating tube method","97 mass %","0.16 water mass %(dried by vacuum heating)","commercial source","","Yang, Fuxin; Wang, Bangju; Jiao, Yanhao; Tan, Houzhang; Wang, Xiaopo (2023) J. Chem. Thermodyn. 181, 107038.","Density and viscosity of three ionic liquids with 2,2,2-trifluoroethanol"
density,kg/m^3,BfqYd,no,measured,1.283800000e+03,1.283800000e+03,2.981500000e+02,2.200000000e+00,2.781500000e+02,3.381500000e+02,13,0,no,yes,no,no,"Pycnometric method","","","commercial source","","Yang, J. -Z.; Li, J.; Tong, J.; Hong, M. (2007) Acta Chim. Sinica 65(8), 655-659.","Study on the Density and Surface Tension of Ionic Liquid EMIBF4 in Terms of Standard Addition Method"
density,kg/m^3,CZZni,no,measured,1.282100000e+03,1.282100000e+03,2.981500000e+02,5.300000000e+00,2.931500000e+02,3.431500000e+02,11,0,no,yes,yes,yes,"Vibrating tube method","98.0 mol %","98.0 mol %;0.007 water mass %(dried by vacuum heating)","synthesized by others","","Zarei, H.; Keley, V. (2017) J. Chem. Eng. Data 62(3), 913-923.","Density and Speed of Sound of Binary Mixtures of Ionic Liquid 1-Ethyl-3-methylimidazolium Tetrafluoroborate, N,N-Dimethylformamide, and N,N-Dimethylacetamide at Temperature Range of 293.15 343.15 K: Measurement and PC-SAFT Modeling"
density,kg/m^3,iEFEO,no,measured,nan,nan,nan,nan,2.931000000e+02,2.931000000e+02,1,0,no,yes,no,no,"Pycnometric method","","","synthesized by others","","Zhao, H.; Malhotra, S. V.; Luo, R. G. (2003) Phys. Chem. Liq. 41(5), 487-492.","PREPARATION AND CHARACTERIZATION OF THREE ROOM-TEMPERATURE IONIC LIQUIDS"
dynamic_viscosity,Pa s,AsVxP,no,measured,3.170000000e-02,3.170000000e-02,2.981500000e+02,3.200000000e-03,2.931500000e+02,3.431500000e+02,11,0,no,yes,yes,yes,"Concentric cylinders viscometry","99 mass %","0.0109 water mass %(dried by vacuum heating)","commercial source","","Aljasmi, Abdullah; Mohammad, Abubaker A.; AlJimaz, Adel S.; Alkhaldi, Khaled H.A. E.; AlTuwaim, Mohammad S. (2025) J. Chem. Eng. Data 70(8), 3148-3164.","Influence of Temperature, Anions, and Alkyl Chain Length on the Density, Viscosity, Speed of Sound, Surface Tension, and Refractive Index of Imidazolium Tetrafluoroborate-Based Ionic Liquids"
dynamic_viscosity,Pa s,digkO,no,measured,3.545000000e-02,nan,nan,nan,2.931500000e+02,3.331500000e+02,5,0,no,yes,yes,yes,"Concentric cylinders viscometry","98 % (basis not specified)","0.06 water mass %","commercial source","","Bahadur, Indra; Kgomotso, Masilo; Ebenso, Eno E.; Redhi, Gan (2016) RSC Adv. 6(106), 104708-104723.","Influence of temperature on molecular interactions of imidazolium-based ionic liquids with acetophenone: thermodynamic properties and quantum chemical studies"
dynamic_viscosity,Pa s,betzi,no,measured,3.690000000e-02,nan,nan,nan,2.831500000e+02,3.331500000e+02,6,0,no,yes,no,no,"Falling or rolling sphere viscometry","","","commercial source","","Bentley, Caitlin L.; Balogun, Mariam Y.; Morales-Collazo, Oscar; Brennecke, Joan F. (2024) J. Chem. Eng. Data 69(10), 3532-3543.","CO2/N2 Selectivity in [emim][BF4] + [emim][TFSI] and [emim][DCA] + [emim][TFSI] Ionic Liquid Mixtures"
dynamic_viscosity,Pa s,QtVYt,no,measured,4.150000000e-02,4.150000000e-02,2.981500000e+02,4.200000000e-03,2.931500000e+02,3.531500000e+02,8,0,no,yes,no,no,"Falling or rolling sphere viscometry","","","commercial source","","Ciocirlan, O.; Croitoru, O.; Iulian, O. (2016) J. Chem. Thermodyn. 101, 285-292.","Viscosity of binary mixtures of 1-ethyl-3-methylimidazolium tetrafluoroborate ionic liquid with four organic solvents"
dynamic_viscosity,Pa s,OUeyu,no,measured,nan,nan,nan,nan,3.031500000e+02,3.331500000e+02,4,0,no,yes,yes,yes,"Capillary tube (Ostwald; Ubbelohde) method","98.0 mass %","0.0287 water mass %","commercial source","","Fan, X.-H.; Chen, Y.-P.; Su, C.-S. (2016) J. Chem. Eng. Data 61(2), 920-927.","Density and Viscosity Measurements for Binary Mixtures of 1-Ethyl-3-methylimidazolium Tetrafluoroborate ([Emim][BF4]) with Dimethylacetamide, Dimethylformamide, and Dimethyl Sulfoxide"
dynamic_viscosity,Pa s,zQTSF,no,measured,3.533000000e-02,3.200000000e-02,3.000000000e+02,1.000000000e-02,2.900000000e+02,3.650000000e+02,16,0,no,yes,yes,yes,"Cone and plate viscometry","99 % (basis not specified)","2 water mass %;0.002 halide impurity mass %","commercial source","","Fletcher, S. I.; Sillars, F. B.; Hudson, N. E.; Hall, P. J. (2010) J. Chem. Eng. Data 55(2), 778-782.","Physical Properties of Selected Ionic Liquids for Use as Electrolytes and Other Industrial Applications"
dynamic_viscosity,Pa s,bSEGW,no,measured,nan,4.500000000e-02,2.982000000e+02,1.000000000e-03,2.982000000e+02,3.382000000e+02,5,0,no,yes,no,no,"Cone and plate viscometry","","","synthesized by the authors","","He, X.; Shao, Q.; Kong, W.; Yu, L.; Zhang, X.; Deng, Y. (2014) Fluid Phase Equilib. 366, 9-15.","A simple method for estimating mutual diffusion coefficients of ionic liquids-water based on an optofluidic chip"
dynamic_viscosity,Pa s,IoLiTec-IL-0006,no,manufacturer_spec,2.520000000e-02,2.520000000e-02,2.981500000e+02,nan,2.981500000e+02,2.981500000e+02,1,0,no,no,yes,no,"",">98% (Datenblatt Seite 1/4, Abschnitt 2)","","Hersteller IoLiTec","","IoLiTec Ionic Liquids Technologies GmbH, Technical Data Sheet 1-Ethyl-3-methylimidazolium tetrafluoroborate, Produktcode IL-0006, CAS 143314-16-3, Revision Date 2/13/2012, Date Issued 11/2/2012, Seite 2/4, Abschnitt 3 PROPERTIES.","Technical Data Sheet IL-0006"
