# Jeder einzelne Messpunkt.  uncertainty = 0 heisst 'nicht angegeben',
# nicht 'null'.  pressure_Pa = 0 heisst 'nicht angegeben', was in
# diesen Zusammenstellungen Umgebungsdruck bedeutet.
property,database_id,selected,T_K,value,uncertainty,pressure_Pa,frequency_Hz,ambient
density,CzKbC,no,3.131500000e+02,1.275500000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,CzKbC,no,3.231500000e+02,1.268000000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,CzKbC,no,3.331500000e+02,1.260500000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,CzKbC,no,3.431500000e+02,1.253200000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,CzKbC,no,3.531500000e+02,1.245900000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,zGuGj,no,2.934100000e+02,1.287000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,2.981400000e+02,1.283000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.030800000e+02,1.280000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.079400000e+02,1.275000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.130000000e+02,1.272000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.187000000e+02,1.267000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.225000000e+02,1.265000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.284000000e+02,1.261000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.327800000e+02,1.257000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.382200000e+02,1.254000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.430500000e+02,1.251000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.479700000e+02,1.247000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,zGuGj,no,3.530700000e+02,1.244000000e+03,1.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,oKHnt,no,2.847270000e+02,1.309700000e+03,1.300000000e+00,4.008200000e+07,0.000000000e+00,no
density,oKHnt,no,2.847430000e+02,1.305800000e+03,1.300000000e+00,2.933100000e+07,0.000000000e+00,no
density,oKHnt,no,2.851190000e+02,1.296400000e+03,1.300000000e+00,9.993500000e+06,0.000000000e+00,no
density,oKHnt,no,2.852040000e+02,1.300900000e+03,1.300000000e+00,1.938900000e+07,0.000000000e+00,no
density,oKHnt,no,2.858040000e+02,1.293000000e+03,1.300000000e+00,1.326900000e+06,0.000000000e+00,no
density,oKHnt,no,2.909500000e+02,1.309100000e+03,1.300000000e+00,5.001800000e+07,0.000000000e+00,no
density,oKHnt,no,2.913020000e+02,1.305100000e+03,1.300000000e+00,3.998700000e+07,0.000000000e+00,no
density,oKHnt,no,2.915770000e+02,1.295800000e+03,1.300000000e+00,2.009400000e+07,0.000000000e+00,no
density,oKHnt,no,2.915900000e+02,1.292400000e+03,1.300000000e+00,1.026700000e+07,0.000000000e+00,no
density,oKHnt,no,2.920010000e+02,1.300200000e+03,1.300000000e+00,3.019700000e+07,0.000000000e+00,no
density,oKHnt,no,2.920290000e+02,1.288300000e+03,1.300000000e+00,1.055400000e+06,0.000000000e+00,no
density,oKHnt,no,2.981430000e+02,1.287700000e+03,1.300000000e+00,1.021900000e+07,0.000000000e+00,no
density,oKHnt,no,2.981450000e+02,1.291800000e+03,1.300000000e+00,1.983400000e+07,0.000000000e+00,no
density,oKHnt,no,2.981460000e+02,1.291800000e+03,1.300000000e+00,2.020300000e+07,0.000000000e+00,no
density,oKHnt,no,2.981460000e+02,1.295200000e+03,1.300000000e+00,2.928400000e+07,0.000000000e+00,no
density,oKHnt,no,2.981460000e+02,1.308400000e+03,1.300000000e+00,6.119100000e+07,0.000000000e+00,no
density,oKHnt,no,2.981470000e+02,1.299600000e+03,1.300000000e+00,3.993500000e+07,0.000000000e+00,no
density,oKHnt,no,2.981530000e+02,1.299600000e+03,1.300000000e+00,3.977400000e+07,0.000000000e+00,no
density,oKHnt,no,2.981530000e+02,1.304400000e+03,1.300000000e+00,5.071000000e+07,0.000000000e+00,no
density,oKHnt,no,2.981620000e+02,1.295200000e+03,1.300000000e+00,3.029900000e+07,0.000000000e+00,no
density,oKHnt,no,2.986340000e+02,1.283300000e+03,1.300000000e+00,1.139700000e+06,0.000000000e+00,no
density,oKHnt,no,3.040880000e+02,1.303900000e+03,1.300000000e+00,5.959500000e+07,0.000000000e+00,no
density,oKHnt,no,3.043880000e+02,1.294600000e+03,1.300000000e+00,3.952700000e+07,0.000000000e+00,no
density,oKHnt,no,3.046100000e+02,1.299000000e+03,1.300000000e+00,4.973400000e+07,0.000000000e+00,no
density,oKHnt,no,3.046200000e+02,1.291200000e+03,1.300000000e+00,2.998300000e+07,0.000000000e+00,no
density,oKHnt,no,3.046930000e+02,1.287100000e+03,1.300000000e+00,1.972100000e+07,0.000000000e+00,no
density,oKHnt,no,3.046950000e+02,1.282700000e+03,1.300000000e+00,1.003700000e+07,0.000000000e+00,no
density,oKHnt,no,3.052300000e+02,1.278500000e+03,1.300000000e+00,1.194100000e+06,0.000000000e+00,no
density,oKHnt,no,3.114050000e+02,1.290600000e+03,1.300000000e+00,3.993800000e+07,0.000000000e+00,no
density,oKHnt,no,3.114930000e+02,1.286500000e+03,1.300000000e+00,3.005400000e+07,0.000000000e+00,no
density,oKHnt,no,3.115080000e+02,1.298300000e+03,1.300000000e+00,6.002100000e+07,0.000000000e+00,no
density,oKHnt,no,3.115540000e+02,1.282100000e+03,1.300000000e+00,1.954200000e+07,0.000000000e+00,no
density,oKHnt,no,3.115560000e+02,1.278000000e+03,1.300000000e+00,1.029300000e+07,0.000000000e+00,no
density,oKHnt,no,3.117200000e+02,1.293900000e+03,1.300000000e+00,5.038200000e+07,0.000000000e+00,no
density,oKHnt,no,3.120510000e+02,1.273300000e+03,1.300000000e+00,1.111500000e+06,0.000000000e+00,no
density,oKHnt,no,3.183600000e+02,1.277300000e+03,1.300000000e+00,1.991800000e+07,0.000000000e+00,no
density,oKHnt,no,3.183670000e+02,1.289900000e+03,1.300000000e+00,5.009400000e+07,0.000000000e+00,no
density,oKHnt,no,3.183720000e+02,1.272700000e+03,1.300000000e+00,9.976000000e+06,0.000000000e+00,no
density,oKHnt,no,3.184040000e+02,1.285800000e+03,1.300000000e+00,3.995800000e+07,0.000000000e+00,no
density,oKHnt,no,3.184940000e+02,1.281500000e+03,1.300000000e+00,3.000400000e+07,0.000000000e+00,no
density,oKHnt,no,3.185730000e+02,1.293200000e+03,1.300000000e+00,6.024200000e+07,0.000000000e+00,no
density,oKHnt,no,3.192390000e+02,1.268000000e+03,1.300000000e+00,1.155600000e+06,0.000000000e+00,no
density,oKHnt,no,3.253900000e+02,1.289200000e+03,1.300000000e+00,6.009400000e+07,0.000000000e+00,no
density,oKHnt,no,3.255020000e+02,1.285200000e+03,1.300000000e+00,5.005000000e+07,0.000000000e+00,no
density,oKHnt,no,3.255890000e+02,1.276700000e+03,1.300000000e+00,3.010600000e+07,0.000000000e+00,no
density,oKHnt,no,3.255890000e+02,1.280800000e+03,1.300000000e+00,3.996600000e+07,0.000000000e+00,no
density,oKHnt,no,3.256510000e+02,1.267400000e+03,1.300000000e+00,9.902100000e+06,0.000000000e+00,no
density,oKHnt,no,3.256590000e+02,1.272100000e+03,1.300000000e+00,1.872000000e+07,0.000000000e+00,no
density,oKHnt,no,3.262570000e+02,1.262300000e+03,1.300000000e+00,1.166500000e+06,0.000000000e+00,no
density,oKHnt,no,3.325670000e+02,1.284500000e+03,1.300000000e+00,5.978800000e+07,0.000000000e+00,no
density,oKHnt,no,3.327920000e+02,1.276000000e+03,1.300000000e+00,3.991500000e+07,0.000000000e+00,no
density,oKHnt,no,3.328520000e+02,1.280100000e+03,1.300000000e+00,5.007400000e+07,0.000000000e+00,no
density,oKHnt,no,3.328650000e+02,1.271400000e+03,1.300000000e+00,2.985900000e+07,0.000000000e+00,no
density,oKHnt,no,3.329850000e+02,1.261700000e+03,1.300000000e+00,1.015900000e+07,0.000000000e+00,no
density,oKHnt,no,3.330660000e+02,1.266800000e+03,1.300000000e+00,1.996000000e+07,0.000000000e+00,no
density,oKHnt,no,3.330660000e+02,1.266800000e+03,1.300000000e+00,1.996000000e+07,0.000000000e+00,no
density,oKHnt,no,3.336200000e+02,1.257300000e+03,1.300000000e+00,1.252900000e+06,0.000000000e+00,no
density,oKHnt,no,3.402780000e+02,1.279500000e+03,1.300000000e+00,5.974500000e+07,0.000000000e+00,no
density,oKHnt,no,3.403480000e+02,1.256700000e+03,1.300000000e+00,9.969200000e+06,0.000000000e+00,no
density,oKHnt,no,3.403650000e+02,1.261000000e+03,1.300000000e+00,1.969800000e+07,0.000000000e+00,no
density,oKHnt,no,3.403900000e+02,1.275300000e+03,1.300000000e+00,5.022700000e+07,0.000000000e+00,no
density,oKHnt,no,3.404150000e+02,1.270700000e+03,1.300000000e+00,3.983500000e+07,0.000000000e+00,no
density,oKHnt,no,3.405480000e+02,1.266100000e+03,1.300000000e+00,2.989900000e+07,0.000000000e+00,no
density,oKHnt,no,3.410400000e+02,1.251700000e+03,1.300000000e+00,1.357100000e+06,0.000000000e+00,no
density,oKHnt,no,3.477690000e+02,1.274600000e+03,1.300000000e+00,5.985400000e+07,0.000000000e+00,no
density,oKHnt,no,3.479710000e+02,1.251100000e+03,1.300000000e+00,1.002400000e+07,0.000000000e+00,no
density,oKHnt,no,3.480210000e+02,1.260300000e+03,1.300000000e+00,2.983000000e+07,0.000000000e+00,no
density,oKHnt,no,3.480430000e+02,1.256000000e+03,1.300000000e+00,1.982000000e+07,0.000000000e+00,no
density,oKHnt,no,3.481530000e+02,1.270000000e+03,1.300000000e+00,4.979000000e+07,0.000000000e+00,no
density,oKHnt,no,3.482370000e+02,1.265400000e+03,1.300000000e+00,3.993800000e+07,0.000000000e+00,no
density,oKHnt,no,3.558470000e+02,1.250400000e+03,1.300000000e+00,2.003500000e+07,0.000000000e+00,no
density,oKHnt,no,3.558610000e+02,1.255300000e+03,1.300000000e+00,2.967500000e+07,0.000000000e+00,no
density,oKHnt,no,3.560150000e+02,1.259600000e+03,1.300000000e+00,4.014700000e+07,0.000000000e+00,no
density,oKHnt,no,3.560150000e+02,1.259600000e+03,1.300000000e+00,4.014700000e+07,0.000000000e+00,no
density,oKHnt,no,3.560190000e+02,1.264700000e+03,1.300000000e+00,4.991800000e+07,0.000000000e+00,no
density,oKHnt,no,3.564010000e+02,1.269200000e+03,1.300000000e+00,5.986000000e+07,0.000000000e+00,no
density,pcgJV,no,2.781500000e+02,1.295000000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,2.831500000e+02,1.291200000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,2.881500000e+02,1.287300000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,2.931500000e+02,1.283500000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,2.981500000e+02,1.279700000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,3.031500000e+02,1.275800000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,pcgJV,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,mKYZn,no,2.931500000e+02,1.283000000e+03,1.000000000e+01,1.000000000e+05,0.000000000e+00,yes
density,mKYZn,no,3.031500000e+02,1.275000000e+03,1.000000000e+01,1.000000000e+05,0.000000000e+00,yes
density,mKYZn,no,3.131500000e+02,1.267000000e+03,1.000000000e+01,1.000000000e+05,0.000000000e+00,yes
density,mKYZn,no,3.231500000e+02,1.260000000e+03,1.000000000e+01,1.000000000e+05,0.000000000e+00,yes
density,mKYZn,no,3.331500000e+02,1.253000000e+03,1.000000000e+01,1.000000000e+05,0.000000000e+00,yes
density,ihmDn,no,2.931500000e+02,1.283000000e+03,1.100000000e+01,1.000000000e+05,0.000000000e+00,yes
density,ihmDn,no,3.031500000e+02,1.275000000e+03,1.100000000e+01,1.000000000e+05,0.000000000e+00,yes
density,ihmDn,no,3.131500000e+02,1.267000000e+03,1.100000000e+01,1.000000000e+05,0.000000000e+00,yes
density,ihmDn,no,3.231500000e+02,1.260000000e+03,1.100000000e+01,1.000000000e+05,0.000000000e+00,yes
density,ihmDn,no,3.331500000e+02,1.253000000e+03,1.100000000e+01,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,2.831500000e+02,1.292500000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,2.881500000e+02,1.288600000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,2.931500000e+02,1.284700000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,2.981500000e+02,1.280900000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.031500000e+02,1.277100000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.081500000e+02,1.273400000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.131500000e+02,1.269600000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.181500000e+02,1.265900000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.231500000e+02,1.262100000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.281500000e+02,1.258500000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.331500000e+02,1.254800000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.381500000e+02,1.251100000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.431500000e+02,1.247500000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.481500000e+02,1.243900000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.531500000e+02,1.240200000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.581500000e+02,1.236600000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.631500000e+02,1.233100000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.681500000e+02,1.229500000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,kacCo,yes,3.731500000e+02,1.225900000e+03,1.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,iUwNL,no,2.931500000e+02,1.283300000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,iUwNL,no,3.031500000e+02,1.275700000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,iUwNL,no,3.131500000e+02,1.268100000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,iUwNL,no,3.231500000e+02,1.260600000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,iUwNL,no,3.331500000e+02,1.253200000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,iUwNL,no,3.431500000e+02,1.245800000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,eRrEv,no,2.981000000e+02,1.279700000e+03,2.600000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AksJg,no,2.981500000e+02,1.279600000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,2.991500000e+02,1.278800000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.011500000e+02,1.277200000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.021500000e+02,1.276500000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.031500000e+02,1.275700000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.041500000e+02,1.274900000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.051500000e+02,1.274200000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.071500000e+02,1.272700000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,AksJg,no,3.081500000e+02,1.271900000e+03,1.100000000e+00,1.010000000e+05,0.000000000e+00,yes
density,CjFTf,no,2.781500000e+02,1.299100000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,2.831500000e+02,1.295100000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,2.881500000e+02,1.291200000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,2.931500000e+02,1.287200000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,2.981500000e+02,1.283300000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.031500000e+02,1.279500000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.081500000e+02,1.275700000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.131500000e+02,1.271900000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.181500000e+02,1.268100000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.231500000e+02,1.264400000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.281500000e+02,1.260600000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.331500000e+02,1.257000000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.381500000e+02,1.253300000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.431500000e+02,1.249700000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.481500000e+02,1.246100000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.531500000e+02,1.242600000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.581500000e+02,1.239000000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,CjFTf,no,3.631500000e+02,1.235500000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,npUsj,no,2.981000000e+02,1.280000000e+03,2.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,Pssni,no,2.930000000e+02,1.283000000e+03,5.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Pssni,no,2.980000000e+02,1.279000000e+03,5.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Pssni,no,3.030000000e+02,1.275000000e+03,5.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Pssni,no,3.080000000e+02,1.271000000e+03,5.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Pssni,no,3.130000000e+02,1.266000000e+03,5.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,GUiuf,no,2.931500000e+02,1.283600000e+03,1.700000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GUiuf,no,3.031500000e+02,1.276100000e+03,1.700000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GUiuf,no,3.131500000e+02,1.268600000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GUiuf,no,3.231500000e+02,1.261000000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GNvNR,no,2.931500000e+02,1.283600000e+03,1.500000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GNvNR,no,3.031500000e+02,1.276100000e+03,1.500000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GNvNR,no,3.131500000e+02,1.268600000e+03,1.400000000e+00,1.000000000e+05,0.000000000e+00,yes
density,GNvNR,no,3.231500000e+02,1.261000000e+03,1.400000000e+00,1.000000000e+05,0.000000000e+00,yes
density,xSfIW,no,2.981500000e+02,1.277600000e+03,2.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,xSfIW,no,3.081500000e+02,1.269900000e+03,2.100000000e+00,1.000000000e+05,0.000000000e+00,yes
density,xSfIW,no,3.181500000e+02,1.262100000e+03,2.000000000e+00,1.000000000e+05,0.000000000e+00,yes
density,xSfIW,no,3.281500000e+02,1.254600000e+03,2.000000000e+00,1.000000000e+05,0.000000000e+00,yes
density,JIOMy,no,2.981000000e+02,1.279900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,NnkaN,no,2.831500000e+02,1.297000000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,2.831500000e+02,1.297800000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.298700000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.299500000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.300400000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.301200000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.302000000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.302800000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.305300000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.309300000e+03,1.700000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.313300000e+03,1.700000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.317100000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.831500000e+02,1.320800000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.293200000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,2.881500000e+02,1.294000000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.294900000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.295700000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.296600000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.297500000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.298300000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.299100000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.301600000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.305600000e+03,1.700000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.309500000e+03,1.700000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.313400000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.881500000e+02,1.317200000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.289400000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,2.931500000e+02,1.290200000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.291000000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.291900000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.292800000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.293600000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.294500000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.295300000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.297800000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.301900000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.305800000e+03,1.700000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.309700000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.931500000e+02,1.313500000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.285500000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,2.981500000e+02,1.286300000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.287200000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.288100000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.289000000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.289800000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.290700000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.291500000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.294000000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.298200000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.302200000e+03,1.700000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.306100000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,2.981500000e+02,1.310000000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.281700000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,3.031500000e+02,1.282600000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.283400000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.284300000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.285300000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.286100000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
